,image,steering_angle,steering_angle_rounded
74, IMG/right_2016_12_01_13_31_15_208.jpg,-0.25,-0.25
75,IMG/center_2016_12_01_13_31_15_308.jpg,0.0,0.0
76, IMG/left_2016_12_01_13_31_15_308.jpg,0.25,0.25
77, IMG/right_2016_12_01_13_31_15_308.jpg,-0.25,-0.25
78,IMG/center_2016_12_01_13_31_15_411.jpg,0.0,0.0
79, IMG/left_2016_12_01_13_31_15_411.jpg,0.25,0.25
80, IMG/right_2016_12_01_13_31_15_411.jpg,-0.25,-0.25
81,IMG/center_2016_12_01_13_31_15_513.jpg,0.0,0.0
82, IMG/left_2016_12_01_13_31_15_513.jpg,0.25,0.25
83, IMG/right_2016_12_01_13_31_15_513.jpg,-0.25,-0.25
84,IMG/center_2016_12_01_13_32_35_588.jpg,0.0,0.0
85, IMG/left_2016_12_01_13_32_35_588.jpg,0.25,0.25
86, IMG/right_2016_12_01_13_32_35_588.jpg,-0.25,-0.25
87,IMG/center_2016_12_01_13_32_39_212.jpg,0.0,0.0
88, IMG/left_2016_12_01_13_32_39_212.jpg,0.25,0.25
89, IMG/right_2016_12_01_13_32_39_212.jpg,-0.25,-0.25
90,IMG/center_2016_12_01_13_32_40_171.jpg,0.0,0.0
91, IMG/left_2016_12_01_13_32_40_171.jpg,0.25,0.25
92, IMG/right_2016_12_01_13_32_40_171.jpg,-0.25,-0.25
93,IMG/center_2016_12_01_13_32_41_438.jpg,0.0,0.0
94, IMG/left_2016_12_01_13_32_41_438.jpg,0.25,0.25
95, IMG/right_2016_12_01_13_32_41_438.jpg,-0.25,-0.25
96,IMG/center_2016_12_01_13_32_41_538.jpg,0.0,0.0
97, IMG/left_2016_12_01_13_32_41_538.jpg,0.25,0.25
98, IMG/right_2016_12_01_13_32_41_538.jpg,-0.25,-0.25
99,IMG/center_2016_12_01_13_32_41_640.jpg,0.0,0.0
100, IMG/left_2016_12_01_13_32_41_640.jpg,0.25,0.25
101, IMG/right_2016_12_01_13_32_41_640.jpg,-0.25,-0.25
102,IMG/center_2016_12_01_13_32_41_740.jpg,0.0,0.0
103, IMG/left_2016_12_01_13_32_41_740.jpg,0.25,0.25
104, IMG/right_2016_12_01_13_32_41_740.jpg,-0.25,-0.25
105,IMG/center_2016_12_01_13_32_41_841.jpg,0.0,0.0
106, IMG/left_2016_12_01_13_32_41_841.jpg,0.25,0.25
107, IMG/right_2016_12_01_13_32_41_841.jpg,-0.25,-0.25
108,IMG/center_2016_12_01_13_32_41_943.jpg,0.0,0.0
109, IMG/left_2016_12_01_13_32_41_943.jpg,0.25,0.25
110, IMG/right_2016_12_01_13_32_41_943.jpg,-0.25,-0.25
111,IMG/center_2016_12_01_13_32_42_043.jpg,0.0,0.0
112, IMG/left_2016_12_01_13_32_42_043.jpg,0.25,0.25
113, IMG/right_2016_12_01_13_32_42_043.jpg,-0.25,-0.25
114,IMG/center_2016_12_01_13_32_42_143.jpg,0.0,0.0
115, IMG/left_2016_12_01_13_32_42_143.jpg,0.25,0.25
116, IMG/right_2016_12_01_13_32_42_143.jpg,-0.25,-0.25
117,IMG/center_2016_12_01_13_32_42_245.jpg,0.0,0.0
118, IMG/left_2016_12_01_13_32_42_245.jpg,0.25,0.25
119, IMG/right_2016_12_01_13_32_42_245.jpg,-0.25,-0.25
120,IMG/center_2016_12_01_13_32_42_346.jpg,0.0,0.0
121, IMG/left_2016_12_01_13_32_42_346.jpg,0.25,0.25
122, IMG/right_2016_12_01_13_32_42_346.jpg,-0.25,-0.25
123,IMG/center_2016_12_01_13_32_42_446.jpg,0.0,0.0
124, IMG/left_2016_12_01_13_32_42_446.jpg,0.25,0.25
125, IMG/right_2016_12_01_13_32_42_446.jpg,-0.25,-0.25
126,IMG/center_2016_12_01_13_32_42_548.jpg,0.0,0.0
127, IMG/left_2016_12_01_13_32_42_548.jpg,0.25,0.25
128, IMG/right_2016_12_01_13_32_42_548.jpg,-0.25,-0.25
129,IMG/center_2016_12_01_13_32_42_648.jpg,0.0,0.0
130, IMG/left_2016_12_01_13_32_42_648.jpg,0.25,0.25
131, IMG/right_2016_12_01_13_32_42_648.jpg,-0.25,-0.25
132,IMG/center_2016_12_01_13_32_42_749.jpg,0.0,0.0
133, IMG/left_2016_12_01_13_32_42_749.jpg,0.25,0.25
134, IMG/right_2016_12_01_13_32_42_749.jpg,-0.25,-0.25
135,IMG/center_2016_12_01_13_32_42_851.jpg,0.0,0.0
136, IMG/left_2016_12_01_13_32_42_851.jpg,0.25,0.25
137, IMG/right_2016_12_01_13_32_42_851.jpg,-0.25,-0.25
138,IMG/center_2016_12_01_13_32_42_952.jpg,0.0,0.0
139, IMG/left_2016_12_01_13_32_42_952.jpg,0.25,0.25
140, IMG/right_2016_12_01_13_32_42_952.jpg,-0.25,-0.25
141,IMG/center_2016_12_01_13_32_43_053.jpg,0.0,0.0
142, IMG/left_2016_12_01_13_32_43_053.jpg,0.25,0.25
143, IMG/right_2016_12_01_13_32_43_053.jpg,-0.25,-0.25
144,IMG/center_2016_12_01_13_32_43_154.jpg,0.0,0.0
145, IMG/left_2016_12_01_13_32_43_154.jpg,0.25,0.25
146, IMG/right_2016_12_01_13_32_43_154.jpg,-0.25,-0.25
147,IMG/center_2016_12_01_13_32_43_256.jpg,0.0,0.0
148, IMG/left_2016_12_01_13_32_43_256.jpg,0.25,0.25
149, IMG/right_2016_12_01_13_32_43_256.jpg,-0.25,-0.25
150,IMG/center_2016_12_01_13_32_43_357.jpg,0.0,0.0
151, IMG/left_2016_12_01_13_32_43_357.jpg,0.25,0.25
152, IMG/right_2016_12_01_13_32_43_357.jpg,-0.25,-0.25
153,IMG/center_2016_12_01_13_32_43_457.jpg,0.061759900000000006,0.06
154, IMG/left_2016_12_01_13_32_43_457.jpg,0.3117599,0.31
155, IMG/right_2016_12_01_13_32_43_457.jpg,-0.1882401,-0.19
156,IMG/center_2016_12_01_13_32_43_558.jpg,0.05219137,0.05
157, IMG/left_2016_12_01_13_32_43_558.jpg,0.30219137,0.3
158, IMG/right_2016_12_01_13_32_43_558.jpg,-0.19780862999999999,-0.2
159,IMG/center_2016_12_01_13_32_43_659.jpg,0.05219137,0.05
160, IMG/left_2016_12_01_13_32_43_659.jpg,0.30219137,0.3
161, IMG/right_2016_12_01_13_32_43_659.jpg,-0.19780862999999999,-0.2
162,IMG/center_2016_12_01_13_32_43_761.jpg,0.3679529,0.37
163, IMG/left_2016_12_01_13_32_43_761.jpg,0.6179529,0.62
164, IMG/right_2016_12_01_13_32_43_761.jpg,0.11795290000000003,0.12
165,IMG/center_2016_12_01_13_32_43_862.jpg,0.5784606,0.58
166, IMG/left_2016_12_01_13_32_43_862.jpg,0.8284606,0.83
167, IMG/right_2016_12_01_13_32_43_862.jpg,0.3284606,0.33
168,IMG/center_2016_12_01_13_32_43_963.jpg,0.5784606,0.58
169, IMG/left_2016_12_01_13_32_43_963.jpg,0.8284606,0.83
170, IMG/right_2016_12_01_13_32_43_963.jpg,0.3284606,0.33
171,IMG/center_2016_12_01_13_32_44_064.jpg,0.1670138,0.17
172, IMG/left_2016_12_01_13_32_44_064.jpg,0.4170138,0.42
173, IMG/right_2016_12_01_13_32_44_064.jpg,-0.08298620000000001,-0.08
174,IMG/center_2016_12_01_13_32_44_165.jpg,0.0,0.0
175, IMG/left_2016_12_01_13_32_44_165.jpg,0.25,0.25
176, IMG/right_2016_12_01_13_32_44_165.jpg,-0.25,-0.25
177,IMG/center_2016_12_01_13_32_44_266.jpg,0.0,0.0
178, IMG/left_2016_12_01_13_32_44_266.jpg,0.25,0.25
179, IMG/right_2016_12_01_13_32_44_266.jpg,-0.25,-0.25
180,IMG/center_2016_12_01_13_32_44_368.jpg,0.0,0.0
181, IMG/left_2016_12_01_13_32_44_368.jpg,0.25,0.25
182, IMG/right_2016_12_01_13_32_44_368.jpg,-0.25,-0.25
183,IMG/center_2016_12_01_13_32_44_468.jpg,0.0,0.0
184, IMG/left_2016_12_01_13_32_44_468.jpg,0.25,0.25
185, IMG/right_2016_12_01_13_32_44_468.jpg,-0.25,-0.25
186,IMG/center_2016_12_01_13_32_44_569.jpg,0.0,0.0
187, IMG/left_2016_12_01_13_32_44_569.jpg,0.25,0.25
188, IMG/right_2016_12_01_13_32_44_569.jpg,-0.25,-0.25
189,IMG/center_2016_12_01_13_32_44_671.jpg,0.0,0.0
190, IMG/left_2016_12_01_13_32_44_671.jpg,0.25,0.25
191, IMG/right_2016_12_01_13_32_44_671.jpg,-0.25,-0.25
192,IMG/center_2016_12_01_13_32_44_772.jpg,0.0,0.0
193, IMG/left_2016_12_01_13_32_44_772.jpg,0.25,0.25
194, IMG/right_2016_12_01_13_32_44_772.jpg,-0.25,-0.25
195,IMG/center_2016_12_01_13_32_44_873.jpg,0.0,0.0
196, IMG/left_2016_12_01_13_32_44_873.jpg,0.25,0.25
197, IMG/right_2016_12_01_13_32_44_873.jpg,-0.25,-0.25
198,IMG/center_2016_12_01_13_32_44_974.jpg,0.0,0.0
199, IMG/left_2016_12_01_13_32_44_974.jpg,0.25,0.25
200, IMG/right_2016_12_01_13_32_44_974.jpg,-0.25,-0.25
201,IMG/center_2016_12_01_13_32_45_074.jpg,0.0,0.0
202, IMG/left_2016_12_01_13_32_45_074.jpg,0.25,0.25
203, IMG/right_2016_12_01_13_32_45_074.jpg,-0.25,-0.25
204,IMG/center_2016_12_01_13_32_45_174.jpg,0.0,0.0
205, IMG/left_2016_12_01_13_32_45_174.jpg,0.25,0.25
206, IMG/right_2016_12_01_13_32_45_174.jpg,-0.25,-0.25
207,IMG/center_2016_12_01_13_32_45_275.jpg,0.08089697,0.08
208, IMG/left_2016_12_01_13_32_45_275.jpg,0.33089697,0.33
209, IMG/right_2016_12_01_13_32_45_275.jpg,-0.16910303,-0.17
210,IMG/center_2016_12_01_13_32_45_377.jpg,0.09046549999999999,0.09
211, IMG/left_2016_12_01_13_32_45_377.jpg,0.3404655,0.34
212, IMG/right_2016_12_01_13_32_45_377.jpg,-0.15953450000000002,-0.16
213,IMG/center_2016_12_01_13_32_45_477.jpg,0.09046549999999999,0.09
214, IMG/left_2016_12_01_13_32_45_477.jpg,0.3404655,0.34
215, IMG/right_2016_12_01_13_32_45_477.jpg,-0.15953450000000002,-0.16
216,IMG/center_2016_12_01_13_32_45_578.jpg,0.15744520000000004,0.16
217, IMG/left_2016_12_01_13_32_45_578.jpg,0.40744520000000006,0.41
218, IMG/right_2016_12_01_13_32_45_578.jpg,-0.09255479999999996,-0.09
219,IMG/center_2016_12_01_13_32_45_679.jpg,0.1765823,0.18
220, IMG/left_2016_12_01_13_32_45_679.jpg,0.42658229999999997,0.43
221, IMG/right_2016_12_01_13_32_45_679.jpg,-0.0734177,-0.07
222,IMG/center_2016_12_01_13_32_45_780.jpg,0.1765823,0.18
223, IMG/left_2016_12_01_13_32_45_780.jpg,0.42658229999999997,0.43
224, IMG/right_2016_12_01_13_32_45_780.jpg,-0.0734177,-0.07
225,IMG/center_2016_12_01_13_32_45_881.jpg,0.0,0.0
226, IMG/left_2016_12_01_13_32_45_881.jpg,0.25,0.25
227, IMG/right_2016_12_01_13_32_45_881.jpg,-0.25,-0.25
228,IMG/center_2016_12_01_13_32_45_982.jpg,0.0,0.0
229, IMG/left_2016_12_01_13_32_45_982.jpg,0.25,0.25
230, IMG/right_2016_12_01_13_32_45_982.jpg,-0.25,-0.25
231,IMG/center_2016_12_01_13_32_46_084.jpg,0.0,0.0
232, IMG/left_2016_12_01_13_32_46_084.jpg,0.25,0.25
233, IMG/right_2016_12_01_13_32_46_084.jpg,-0.25,-0.25
234,IMG/center_2016_12_01_13_32_46_185.jpg,-0.0787459,-0.08
235, IMG/left_2016_12_01_13_32_46_185.jpg,0.17125410000000002,0.17
236, IMG/right_2016_12_01_13_32_46_185.jpg,-0.3287459,-0.33
237,IMG/center_2016_12_01_13_32_46_285.jpg,-0.0787459,-0.08
238, IMG/left_2016_12_01_13_32_46_285.jpg,0.17125410000000002,0.17
239, IMG/right_2016_12_01_13_32_46_285.jpg,-0.3287459,-0.33
240,IMG/center_2016_12_01_13_32_46_385.jpg,-0.0787459,-0.08
241, IMG/left_2016_12_01_13_32_46_385.jpg,0.17125410000000002,0.17
242, IMG/right_2016_12_01_13_32_46_385.jpg,-0.3287459,-0.33
243,IMG/center_2016_12_01_13_32_46_486.jpg,-0.0787459,-0.08
244, IMG/left_2016_12_01_13_32_46_486.jpg,0.17125410000000002,0.17
245, IMG/right_2016_12_01_13_32_46_486.jpg,-0.3287459,-0.33
246,IMG/center_2016_12_01_13_32_46_587.jpg,0.0,0.0
247, IMG/left_2016_12_01_13_32_46_587.jpg,0.25,0.25
248, IMG/right_2016_12_01_13_32_46_587.jpg,-0.25,-0.25
249,IMG/center_2016_12_01_13_32_46_689.jpg,0.0,0.0
250, IMG/left_2016_12_01_13_32_46_689.jpg,0.25,0.25
251, IMG/right_2016_12_01_13_32_46_689.jpg,-0.25,-0.25
252,IMG/center_2016_12_01_13_32_46_789.jpg,0.0,0.0
253, IMG/left_2016_12_01_13_32_46_789.jpg,0.25,0.25
254, IMG/right_2016_12_01_13_32_46_789.jpg,-0.25,-0.25
255,IMG/center_2016_12_01_13_32_46_890.jpg,0.0,0.0
256, IMG/left_2016_12_01_13_32_46_890.jpg,0.25,0.25
257, IMG/right_2016_12_01_13_32_46_890.jpg,-0.25,-0.25
258,IMG/center_2016_12_01_13_32_46_991.jpg,0.05219137,0.05
259, IMG/left_2016_12_01_13_32_46_991.jpg,0.30219137,0.3
260, IMG/right_2016_12_01_13_32_46_991.jpg,-0.19780862999999999,-0.2
261,IMG/center_2016_12_01_13_32_47_091.jpg,0.05219137,0.05
262, IMG/left_2016_12_01_13_32_47_091.jpg,0.30219137,0.3
263, IMG/right_2016_12_01_13_32_47_091.jpg,-0.19780862999999999,-0.2
264,IMG/center_2016_12_01_13_32_47_192.jpg,0.09046549999999999,0.09
265, IMG/left_2016_12_01_13_32_47_192.jpg,0.3404655,0.34
266, IMG/right_2016_12_01_13_32_47_192.jpg,-0.15953450000000002,-0.16
267,IMG/center_2016_12_01_13_32_47_293.jpg,0.38709,0.39
268, IMG/left_2016_12_01_13_32_47_293.jpg,0.6370899999999999,0.64
269, IMG/right_2016_12_01_13_32_47_293.jpg,0.13709,0.14
270,IMG/center_2016_12_01_13_32_47_394.jpg,0.3583844,0.36
271, IMG/left_2016_12_01_13_32_47_394.jpg,0.6083844,0.61
272, IMG/right_2016_12_01_13_32_47_394.jpg,0.10838439999999999,0.11
273,IMG/center_2016_12_01_13_32_47_495.jpg,0.05219137,0.05
274, IMG/left_2016_12_01_13_32_47_495.jpg,0.30219137,0.3
275, IMG/right_2016_12_01_13_32_47_495.jpg,-0.19780862999999999,-0.2
276,IMG/center_2016_12_01_13_32_47_595.jpg,0.0,0.0
277, IMG/left_2016_12_01_13_32_47_595.jpg,0.25,0.25
278, IMG/right_2016_12_01_13_32_47_595.jpg,-0.25,-0.25
279,IMG/center_2016_12_01_13_32_47_695.jpg,0.0,0.0
280, IMG/left_2016_12_01_13_32_47_695.jpg,0.25,0.25
281, IMG/right_2016_12_01_13_32_47_695.jpg,-0.25,-0.25
282,IMG/center_2016_12_01_13_32_47_797.jpg,0.0,0.0
283, IMG/left_2016_12_01_13_32_47_797.jpg,0.25,0.25
284, IMG/right_2016_12_01_13_32_47_797.jpg,-0.25,-0.25
285,IMG/center_2016_12_01_13_32_47_897.jpg,0.0,0.0
286, IMG/left_2016_12_01_13_32_47_897.jpg,0.25,0.25
287, IMG/right_2016_12_01_13_32_47_897.jpg,-0.25,-0.25
288,IMG/center_2016_12_01_13_32_47_998.jpg,0.0,0.0
289, IMG/left_2016_12_01_13_32_47_998.jpg,0.25,0.25
290, IMG/right_2016_12_01_13_32_47_998.jpg,-0.25,-0.25
291,IMG/center_2016_12_01_13_32_48_098.jpg,-0.03127411,-0.03
292, IMG/left_2016_12_01_13_32_48_098.jpg,0.21872589,0.22
293, IMG/right_2016_12_01_13_32_48_098.jpg,-0.28127411,-0.28
294,IMG/center_2016_12_01_13_32_48_200.jpg,-0.05975719,-0.06
295, IMG/left_2016_12_01_13_32_48_200.jpg,0.19024280999999998,0.19
296, IMG/right_2016_12_01_13_32_48_200.jpg,-0.30975719,-0.31
297,IMG/center_2016_12_01_13_32_48_302.jpg,-0.05975719,-0.06
298, IMG/left_2016_12_01_13_32_48_302.jpg,0.19024280999999998,0.19
299, IMG/right_2016_12_01_13_32_48_302.jpg,-0.30975719,-0.31
300,IMG/center_2016_12_01_13_32_48_402.jpg,-0.05975719,-0.06
301, IMG/left_2016_12_01_13_32_48_402.jpg,0.19024280999999998,0.19
302, IMG/right_2016_12_01_13_32_48_402.jpg,-0.30975719,-0.31
303,IMG/center_2016_12_01_13_32_48_503.jpg,-0.05975719,-0.06
304, IMG/left_2016_12_01_13_32_48_503.jpg,0.19024280999999998,0.19
305, IMG/right_2016_12_01_13_32_48_503.jpg,-0.30975719,-0.31
306,IMG/center_2016_12_01_13_32_48_604.jpg,-0.05975719,-0.06
307, IMG/left_2016_12_01_13_32_48_604.jpg,0.19024280999999998,0.19
308, IMG/right_2016_12_01_13_32_48_604.jpg,-0.30975719,-0.31
309,IMG/center_2016_12_01_13_32_48_705.jpg,-0.05975719,-0.06
310, IMG/left_2016_12_01_13_32_48_705.jpg,0.19024280999999998,0.19
311, IMG/right_2016_12_01_13_32_48_705.jpg,-0.30975719,-0.31
312,IMG/center_2016_12_01_13_32_48_805.jpg,-0.05975719,-0.06
313, IMG/left_2016_12_01_13_32_48_805.jpg,0.19024280999999998,0.19
314, IMG/right_2016_12_01_13_32_48_805.jpg,-0.30975719,-0.31
315,IMG/center_2016_12_01_13_32_48_906.jpg,-0.05975719,-0.06
316, IMG/left_2016_12_01_13_32_48_906.jpg,0.19024280999999998,0.19
317, IMG/right_2016_12_01_13_32_48_906.jpg,-0.30975719,-0.31
318,IMG/center_2016_12_01_13_32_49_008.jpg,-0.05975719,-0.06
319, IMG/left_2016_12_01_13_32_49_008.jpg,0.19024280999999998,0.19
320, IMG/right_2016_12_01_13_32_49_008.jpg,-0.30975719,-0.31
321,IMG/center_2016_12_01_13_32_49_109.jpg,-0.05975719,-0.06
322, IMG/left_2016_12_01_13_32_49_109.jpg,0.19024280999999998,0.19
323, IMG/right_2016_12_01_13_32_49_109.jpg,-0.30975719,-0.31
324,IMG/center_2016_12_01_13_32_49_210.jpg,-0.04076847,-0.04
325, IMG/left_2016_12_01_13_32_49_210.jpg,0.20923153,0.21
326, IMG/right_2016_12_01_13_32_49_210.jpg,-0.29076847,-0.29
327,IMG/center_2016_12_01_13_32_49_311.jpg,0.0,0.0
328, IMG/left_2016_12_01_13_32_49_311.jpg,0.25,0.25
329, IMG/right_2016_12_01_13_32_49_311.jpg,-0.25,-0.25
330,IMG/center_2016_12_01_13_32_49_413.jpg,0.0,0.0
331, IMG/left_2016_12_01_13_32_49_413.jpg,0.25,0.25
332, IMG/right_2016_12_01_13_32_49_413.jpg,-0.25,-0.25
333,IMG/center_2016_12_01_13_32_49_514.jpg,0.01391724,0.01
334, IMG/left_2016_12_01_13_32_49_514.jpg,0.26391724,0.26
335, IMG/right_2016_12_01_13_32_49_514.jpg,-0.23608276,-0.24
336,IMG/center_2016_12_01_13_32_49_615.jpg,0.01391724,0.01
337, IMG/left_2016_12_01_13_32_49_615.jpg,0.26391724,0.26
338, IMG/right_2016_12_01_13_32_49_615.jpg,-0.23608276,-0.24
339,IMG/center_2016_12_01_13_32_49_715.jpg,0.01391724,0.01
340, IMG/left_2016_12_01_13_32_49_715.jpg,0.26391724,0.26
341, IMG/right_2016_12_01_13_32_49_715.jpg,-0.23608276,-0.24
342,IMG/center_2016_12_01_13_32_49_817.jpg,0.0,0.0
343, IMG/left_2016_12_01_13_32_49_817.jpg,0.25,0.25
344, IMG/right_2016_12_01_13_32_49_817.jpg,-0.25,-0.25
345,IMG/center_2016_12_01_13_32_49_919.jpg,0.0,0.0
346, IMG/left_2016_12_01_13_32_49_919.jpg,0.25,0.25
347, IMG/right_2016_12_01_13_32_49_919.jpg,-0.25,-0.25
348,IMG/center_2016_12_01_13_32_50_019.jpg,0.0,0.0
349, IMG/left_2016_12_01_13_32_50_019.jpg,0.25,0.25
350, IMG/right_2016_12_01_13_32_50_019.jpg,-0.25,-0.25
351,IMG/center_2016_12_01_13_32_50_121.jpg,0.0,0.0
352, IMG/left_2016_12_01_13_32_50_121.jpg,0.25,0.25
353, IMG/right_2016_12_01_13_32_50_121.jpg,-0.25,-0.25
354,IMG/center_2016_12_01_13_32_50_222.jpg,0.0,0.0
355, IMG/left_2016_12_01_13_32_50_222.jpg,0.25,0.25
356, IMG/right_2016_12_01_13_32_50_222.jpg,-0.25,-0.25
357,IMG/center_2016_12_01_13_32_50_323.jpg,0.0,0.0
358, IMG/left_2016_12_01_13_32_50_323.jpg,0.25,0.25
359, IMG/right_2016_12_01_13_32_50_323.jpg,-0.25,-0.25
360,IMG/center_2016_12_01_13_32_50_424.jpg,0.0,0.0
361, IMG/left_2016_12_01_13_32_50_424.jpg,0.25,0.25
362, IMG/right_2016_12_01_13_32_50_424.jpg,-0.25,-0.25
363,IMG/center_2016_12_01_13_32_50_524.jpg,0.0,0.0
364, IMG/left_2016_12_01_13_32_50_524.jpg,0.25,0.25
365, IMG/right_2016_12_01_13_32_50_524.jpg,-0.25,-0.25
366,IMG/center_2016_12_01_13_32_50_624.jpg,0.0,0.0
367, IMG/left_2016_12_01_13_32_50_624.jpg,0.25,0.25
368, IMG/right_2016_12_01_13_32_50_624.jpg,-0.25,-0.25
369,IMG/center_2016_12_01_13_32_50_726.jpg,0.0,0.0
370, IMG/left_2016_12_01_13_32_50_726.jpg,0.25,0.25
371, IMG/right_2016_12_01_13_32_50_726.jpg,-0.25,-0.25
372,IMG/center_2016_12_01_13_32_50_827.jpg,0.0,0.0
373, IMG/left_2016_12_01_13_32_50_827.jpg,0.25,0.25
374, IMG/right_2016_12_01_13_32_50_827.jpg,-0.25,-0.25
375,IMG/center_2016_12_01_13_32_50_928.jpg,0.0,0.0
376, IMG/left_2016_12_01_13_32_50_928.jpg,0.25,0.25
377, IMG/right_2016_12_01_13_32_50_928.jpg,-0.25,-0.25
378,IMG/center_2016_12_01_13_32_51_028.jpg,0.0,0.0
379, IMG/left_2016_12_01_13_32_51_028.jpg,0.25,0.25
380, IMG/right_2016_12_01_13_32_51_028.jpg,-0.25,-0.25
